DateTime,AddedIPs,RemovedIPs
1508370121,80,80
1508370721,80,80
1508371322,80,80
1508372522,80,80
1508373121,80,80
1508373722,80,80
1508374322,80,80
1508374921,80,80
1508376121,80,80
1508377322,80,80
1508377921,80,80
1508378521,80,80
1508379122,76,76
1508379721,76,76
1508380322,80,80
1508380921,80,80
1508381521,80,80
1508382121,79,79
1508383321,80,80
1508384522,80,80
1508385122,80,80
1508385721,80,80
1508386922,80,80
1508388122,80,80
1508389321,80,80
1508389921,80,80
1508390521,80,80
1508391122,80,80
1508391721,80,80
1508392922,80,80
1508393522,80,80
1508394123,80,80
1508394722,80,80
1508395322,80,80
1508395921,80,80
1508396522,80,80
1508397122,80,80
1508397721,80,80
1508398322,80,80
1508398922,75,75
1508399522,80,80
1508400121,80,80
1508400722,80,80
1508401322,80,80
1508401921,80,80
1508402522,80,80
1508403721,80,80
1508404321,80,80
1508404922,80,80
1508405522,80,80
1508406121,80,80
1508406721,80,80
1508407322,80,80
1508408522,80,80
1508409121,79,79
1508409721,80,80
1508410921,80,80
1508411521,80,80
1508412122,80,80
1508412722,80,80
1508413321,80,80
1508414522,78,78
1508415721,80,80
1508416922,80,80
1508418121,75,75
1508419321,79,79
1508420522,79,79
1508421722,66,66
1508422322,80,80
1508422921,80,80
1508424122,80,80
1508424722,80,80
1508425322,80,80
1508426522,80,80
1508427121,80,80
1508427721,80,80
1508428922,80,80
1508429521,32,32
1508430121,80,80
1508430721,80,80
1508431321,73,73
1508432522,80,80
1508433122,15,15
1508433722,80,80
1508434922,79,79
1508435521,78,78
1508436121,80,80
1508436723,79,79
1508437321,60,60
1508437922,78,78
1508438522,80,80
1508439722,79,79
1508440922,80,80
1508441522,80,80
1508442122,80,80
1508442721,80,80
1508443322,80,80
1508443921,80,80
1508444522,80,80
1508445122,59,59
1508445722,80,80
1508446322,80,80
1508446922,80,80
1508448122,75,75
1508449922,80,80
1508450522,69,69
1508451721,76,76
1508452321,80,80
1508452921,15,15
1508454121,80,80
1508455321,80,80
1508455921,80,80
1508456521,80,80
1508457722,80,80
1508458322,80,80
1508458921,80,80
1508460121,77,77
1508460722,80,80
1508461322,80,80
1508462522,76,76
1508463721,80,80
1508464922,80,80
1508465521,80,80
1508466121,80,80
1508466722,80,80
1508467321,80,80
1508468522,80,80
1508469121,16,16
1508469721,80,80
1508470322,80,80
1508470921,80,80
1508471522,75,75
1508472121,80,80
1508472722,80,80
1508473321,80,80
1508473922,80,80
1508474522,80,80
1508475721,80,80
1508476922,80,80
1508478121,80,80
1508479322,80,80
1508479921,80,80
1508480522,75,75
1508481722,80,80
1508482921,77,77
1508483522,80,80
1508484121,80,80
1508484721,80,80
1508485322,80,80
1508485921,80,80
1508486522,80,80
1508488321,80,80
1508488922,80,80
