DateTime,Entries,UniqueIPs
1497983409,2797,2853
1497991509,2796,2852
1498018810,2795,2851
1498023309,2796,2852
1498029612,2797,2853
1498042511,2796,2852
1498045809,2797,2853
1498052410,2796,2852
1498058711,2795,2851
1498120809,2796,2852
1498136709,2797,2853
1498139409,2798,2854
1498163409,2799,2855
1498165508,2798,2854
1498170009,2799,2855
1498256712,2798,2854
1498263009,2799,2855
1498268110,2800,2856
1498290309,2802,2858
1498326609,2801,2857
1498328714,2802,2858
1498370109,2803,2859
1498388408,2802,2858
1498410908,2803,2859
1498412409,2804,2860
1498413909,2805,2861
1498426209,2804,2860
1498449909,2805,2861
1498468209,2804,2860
1498476609,2805,2861
1498482009,2806,2862
1498488309,2805,2861
1498501810,2806,2862
1498513809,2807,2863
1498523409,2808,2864
1498536008,2807,2863
1498546809,2806,2862
1498547409,2805,2861
1498547709,2807,2863
1498574109,2806,2862
1498591513,2807,2863
1498643409,2808,2864
1498644609,2807,2863
1498645209,2806,2862
1498664711,2807,2863
1498666209,2808,2864
1498720509,2809,2865
1498735209,2810,2866
1498739116,2809,2865
1498740909,2808,2864
1498746009,2809,2865
1498748409,2810,2866
1498753810,2811,2867
1498786510,2812,2868
1498792509,2813,2869
1498802110,2812,2868
1498803011,2813,2869
1498806010,2814,2870
1498806309,2813,2869
1498811710,2814,2870
1498820709,2815,2871
1498827909,2814,2870
1498833610,2815,2871
1498844709,2816,2872
1498853709,2817,2873
1498891509,2816,2872
1498899009,2817,2873
1498906810,2818,2874
1498942510,2819,2875
1498962009,2818,2874
1499090411,2817,2873
1499092810,2816,2872
1499098510,2815,2871
1499101209,2814,2870
1499117709,2813,2869
1499154009,2812,2868
1499376611,2811,2867
1499429710,2810,2866
1499636710,2811,2867
1499649914,2812,2868
1499656509,2813,2869
1499673309,2812,2868
1499673910,2813,2869
1499683509,2812,2868
1499700311,2813,2869
1499708709,2812,2868
1499731810,2813,2869
1499733610,2814,2870
1499774410,2813,2869
1499778009,2814,2870
1499785509,2813,2869
1499796609,2812,2868
1499802009,2813,2869
1499838009,2814,2870
1499861410,2813,2869
1499868610,2814,2870
1499873410,2813,2869
1499873709,2812,2868
1499877011,2813,2869
1499878209,2814,2870
1499886609,2813,2869
1499908510,2814,2870
1499922009,2815,2871
1499922311,2816,2872
1499927410,2815,2871
1499955010,2816,2872
1499967010,2817,2873
1500023409,2816,2872
1500029710,2815,2871
1500069010,2814,2870
1500074410,2815,2871
1500095411,2814,2870
1500096610,2815,2871
1500106809,2816,2872
1500108609,2817,2873
1500149409,2816,2872
1500151810,2817,2873
1500239710,2818,2874
1500247210,2819,2875
1500282910,2821,2877
1500291910,2822,2878
1500298523,2823,2879
1500346810,2824,2880
1500364209,2825,2881
1500386110,2826,2882
1500386409,2825,2881
1500387310,2826,2882
1500393310,2827,2883
1500472210,2828,2884
1500502810,2829,2885
1500514510,2830,2886
1500520810,2832,2888
1500523810,2833,2889
1500534909,2834,2890
1500546315,2835,2891
1500550810,2836,2892
1500574510,2835,2891
1500621309,2836,2892
1500643810,2837,2893
1500644410,2838,2894
1500778211,2839,2895
1500819913,2840,2896
1500867610,2841,2897
1500872410,2842,2898
1500882010,2843,2899
1500886811,2844,2900
1500895211,2843,2899
1500897010,2842,2898
1500911710,2843,2899
1500927610,2842,2898
1500981011,2841,2897
1500982211,2842,2898
1501001710,2843,2899
1501013410,2844,2900
1501135212,2845,2901
1501202413,2846,2902
1501209012,2847,2903
1501219523,2846,2902
1501238713,2847,2903
1501242012,2846,2902
1501243513,2847,2903
1501251312,2846,2902
1501261213,2847,2903
1501279214,2848,2904
1501281913,2847,2903
1501288214,2848,2904
1501302913,2849,2905
1501308912,2848,2904
1501361412,2849,2905
1501361713,2848,2904
1501373112,2849,2905
1501383913,2848,2904
1501497013,2849,2905
1501515312,2850,2906
1501538113,2851,2907
1501574413,2850,2906
1501614613,2849,2905
1501650013,2848,2904
1501652112,2847,2903
1501753212,2846,2902
1501858213,2845,2901
1501950913,2844,2900
1501968612,2841,2897
1502388616,2840,2896
1502486114,2838,2894
1502486715,2837,2893
1502487013,2835,2891
1502487314,2834,2890
1502523914,2836,2892
1502525413,2837,2893
1502537714,2838,2895
1502589915,2839,2896
1502631914,2840,2897
1502655313,2842,2899
1502697014,2841,2898
1502702414,2842,2899
1502704813,2843,2900
1502705713,2844,2901
1502721015,2843,2900
1502722213,2842,2899
1502748913,2843,2900
1502749214,2842,2899
1502772314,2841,2898
1502778614,2840,2897
1502800213,2839,2896
1502800814,2840,2897
1502805614,2841,2898
1502810714,2840,2897
1502813414,2841,2898
1502814915,2842,2899
1502818515,2843,2900
1502819714,2842,2899
1502826016,2841,2898
1502838613,2840,2897
1502839814,2841,2898
1502886015,2842,2899
1502901613,2841,2898
1502923214,2842,2899
1502952313,2843,2900
1502965213,2843,2901
1502992214,2844,2902
1503005123,2843,2901
1503039015,2842,2900
1503049214,2843,2901
1503060913,2842,2900
1503085515,2843,2901
1503094814,2844,2902
1503135014,2844,2901
1503139214,2844,2902
1503159919,2845,2903
1503162014,2847,2905
1503176114,2848,2906
1503195015,2849,2907
1503196814,2850,2908
1503288014,2851,2909
1503305713,2850,2908
1503307816,2851,2909
1503308714,2852,2910
1503310514,2853,2911
1503321614,2854,2912
1503326415,2855,2913
1503341114,2856,2914
1503354014,2855,2913
1503362114,2856,2914
1503364815,2857,2915
1503369914,2856,2914
1503440731,2857,2915
1503443714,2858,2916
1503468315,2857,2915
1503468614,2858,2916
1503488714,2857,2915
1503491116,2858,2916
1503518413,2859,2917
1503519015,2858,2916
1503564914,2859,2917
1503590714,2858,2916
1503594314,2859,2917
1503598514,2860,2918
1503615915,2861,2919
1503618016,2862,2920
1503618315,2863,2921
1503619215,2862,2920
1503640214,2863,2921
1503641414,2862,2920
1503642015,2863,2921
1503659413,2864,2922
1503672314,2863,2921
1503674114,2864,2922
1503677115,2865,2923
